# Wanna drop some funky stats & graphs? Go to 'www.stratoflights.com/auswertung' 

LOGGER_INFO_BEGIN
{info:{board_id:5,id_str:'STRATO4 Version 1.4',serial:'1638',hw_platform:{name:'stratologx-stm32l0',mcu:'ST STM32L072RZT6',v_ma:'1',v_mi:'4'},sw_version:{v_ma:'2',v_mi:'3',v_pa:'0',v_info:'STD',bt_t:'11:08:35',bt_d:'Oct 13 2023'}}}
LOGGER_INFO_END
CSV_DATA_SECTION_BEGIN
Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: UVA index [];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: 5V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
554.020;553.730;2026-09-01T07:26:02.0Z;3;49.6581533;6.9440467;2.2;503.0;5.4;7;550.1;20.8;17.1;16.4;965.5;73.57;0.17;8.78;3.27;5.04;0.217;0.211;0.118;1;0.000;1;0.000;0;0.002;0;0.002
556.020;555.739;2026-09-01T07:26:04.0Z;3;49.6581709;6.9440638;2.0;503.0;3.9;8;550.1;20.8;17.0;16.4;965.6;73.55;0.17;8.79;3.28;5.05;0.218;0.211;0.118;1;0.000;1;0.000;0;0.002;0;0.002
558.020;557.748;2026-09-01T07:26:06.0Z;3;49.6581864;6.9440885;2.0;502.8;1.5;8;549.9;20.9;17.1;16.4;965.5;73.57;0.15;8.78;3.27;5.04;0.218;0.211;0.118;1;0.000;1;0.000;0;0.002;0;0.002
560.020;559.756;2026-09-01T07:26:08.0Z;3;49.6581917;6.9440938;2.2;503.4;0.4;7;550.5;20.8;17.3;16.4;965.6;73.88;0.16;8.77;3.27;5.04;0.221;0.213;0.118;1;0.000;1;0.000;0;0.002;0;0.002
562.020;561.765;2026-09-01T07:26:10.0Z;3;49.6581882;6.9440878;2.0;503.3;0.7;8;550.4;20.9;17.3;16.4;965.5;73.92;0.15;8.78;3.27;5.04;0.221;0.214;0.118;1;0.000;1;0.000;0;0.002;0;0.002
564.020;563.774;2026-09-01T07:26:12.0Z;3;49.6581893;6.9440872;2.0;503.7;2.4;8;550.8;20.8;17.2;16.4;965.5;73.88;0.16;8.79;3.28;5.04;0.221;0.214;0.119;1;0.000;1;0.000;0;0.002;0;0.002
566.020;565.783;2026-09-01T07:26:14.0Z;3;49.6581856;6.9440837;2.0;503.6;2.9;8;550.7;20.8;17.2;16.5;965.6;73.95;0.17;8.79;3.28;5.05;0.221;0.214;0.121;1;0.000;1;0.000;0;0.002;0;0.002
568.020;567.793;2026-09-01T07:26:16.0Z;3;49.6581917;6.9440875;2.0;504.1;0.4;8;551.2;20.9;17.1;16.5;965.3;73.83;0.15;8.78;3.27;5.04;0.221;0.214;0.121;1;0.000;1;0.000;0;0.002;0;0.002
570.039;569.802;2026-09-01T07:26:18.0Z;3;49.6582016;6.9440917;2.0;504.6;1.0;8;551.7;20.9;17.1;16.5;965.5;73.71;0.16;8.79;3.28;5.04;0.221;0.214;0.121;1;0.000;1;0.000;0;0.002;0;0.002
572.038;571.811;2026-09-01T07:26:20.0Z;3;49.6582107;6.9440876;2.0;505.4;2.6;8;552.5;20.9;17.2;16.5;965.5;73.58;0.15;8.78;3.27;5.04;0.221;0.215;0.121;1;0.000;1;0.000;0;0.002;0;0.002
574.038;573.820;2026-09-01T07:26:22.0Z;3;49.6582144;6.9440968;2.2;505.1;0.5;7;552.2;20.9;17.2;16.5;965.7;73.52;0.15;8.77;3.27;5.04;0.222;0.215;0.121;1;0.000;1;0.000;0;0.002;0;0.002
576.038;575.828;2026-09-01T07:26:24.0Z;3;49.6582178;6.9441053;2.0;504.9;1.5;8;552.0;20.8;17.2;16.5;965.6;73.40;0.14;8.78;3.28;5.05;0.224;0.217;0.121;1;0.000;1;0.000;0;0.002;0;0.002
578.038;577.839;2026-09-01T07:26:26.0Z;3;49.6582216;6.9441112;2.0;505.2;1.6;8;552.3;21.1;17.2;16.5;965.5;73.33;0.14;8.78;3.28;5.05;0.224;0.217;0.121;1;0.000;1;0.000;0;0.002;0;0.002
580.038;579.847;2026-09-01T07:26:28.0Z;3;49.6582233;6.9441139;2.0;505.1;0.9;8;552.2;20.9;17.1;16.5;965.5;73.33;0.14;8.78;3.28;5.05;0.224;0.218;0.121;1;0.000;1;0.000;0;0.002;0;0.002
582.039;581.856;2026-09-01T07:26:30.0Z;3;49.6582205;6.9441101;2.2;505.1;1.5;7;552.2;20.9;17.2;16.5;965.6;73.19;0.13;8.78;3.27;5.04;0.224;0.217;0.121;1;0.000;1;0.000;0;0.002;0;0.002
584.039;583.865;2026-09-01T07:26:32.0Z;3;49.6582215;6.9441160;2.0;504.8;0.9;8;551.9;20.9;17.2;16.5;965.5;73.19;0.12;8.77;3.27;5.04;0.224;0.218;0.121;1;0.000;1;0.000;0;0.002;0;0.002
586.039;585.875;2026-09-01T07:26:34.0Z;3;49.6582161;6.9441135;2.0;504.8;5.0;8;551.9;20.9;17.1;16.5;965.5;73.19;0.11;8.78;3.27;5.04;0.224;0.217;0.125;1;0.000;1;0.000;0;0.002;0;0.002
588.039;587.884;2026-09-01T07:26:36.0Z;3;49.6582256;6.9441224;2.0;505.5;5.9;8;552.6;20.9;17.1;16.5;965.6;73.10;0.11;8.78;3.27;5.04;0.224;0.218;0.125;1;0.000;1;0.000;0;0.002;0;0.002
590.039;589.893;2026-09-01T07:26:38.0Z;3;49.6582312;6.9441300;2.2;505.1;0.1;7;552.2;20.9;17.5;16.5;965.6;73.09;0.12;8.77;3.28;5.05;0.227;0.218;0.125;1;0.000;1;0.000;0;0.002;0;0.002
592.039;591.902;2026-09-01T07:26:40.0Z;3;49.6582323;6.9441327;2.0;504.4;1.5;8;551.5;20.9;17.2;16.5;965.6;73.07;0.11;8.78;3.28;5.05;0.227;0.220;0.125;1;0.000;1;0.000;0;0.002;0;0.002
594.046;593.910;2026-09-01T07:26:42.0Z;3;49.6582342;6.9441338;2.2;504.3;2.1;7;551.4;20.9;17.1;16.5;965.5;73.09;0.11;8.77;3.28;5.04;0.227;0.221;0.125;1;0.000;1;0.000;0;0.002;0;0.002
596.038;595.918;2026-09-01T07:26:44.0Z;3;49.6582281;6.9441169;2.2;504.8;0.7;7;551.9;21.1;17.1;16.5;965.4;73.13;0.12;8.76;3.27;5.04;0.227;0.221;0.125;1;0.000;1;0.000;0;0.002;0;0.002
598.038;597.927;2026-09-01T07:26:46.0Z;3;49.6582225;6.9441014;2.0;504.1;1.8;8;551.2;20.9;17.1;16.5;965.6;73.14;0.10;8.78;3.28;5.05;0.227;0.221;0.125;1;0.000;1;0.000;0;0.002;0;0.002
600.039;599.937;2026-09-01T07:26:48.0Z;3;49.6582196;6.9440923;2.0;504.7;0.9;8;551.8;21.1;17.3;16.4;965.6;73.22;0.11;8.76;3.27;5.05;0.227;0.221;0.125;1;0.000;1;0.000;0;0.002;0;0.002
602.039;601.945;2026-09-01T07:26:50.0Z;3;49.6582092;6.9440698;2.0;504.2;3.3;8;551.3;20.9;17.1;16.5;965.6;73.32;0.11;8.76;3.27;5.04;0.229;0.221;0.127;1;0.000;1;0.000;0;0.002;0;0.002
604.039;603.953;2026-09-01T07:26:52.0Z;3;49.6582104;6.9440580;2.2;504.1;0.8;7;551.2;20.9;17.2;16.5;965.6;73.39;0.11;8.77;3.28;5.05;0.230;0.221;0.128;1;0.000;1;0.000;0;0.002;0;0.002
606.039;605.961;2026-09-01T07:26:54.0Z;3;49.6582196;6.9440710;2.0;505.1;1.4;8;552.2;20.9;17.2;16.5;965.5;73.45;0.10;8.77;3.28;5.04;0.230;0.221;0.128;1;0.000;1;0.000;0;0.002;0;0.002
608.038;607.971;2026-09-01T07:26:56.0Z;3;49.6582289;6.9440808;2.2;506.4;0.9;7;553.5;21.2;17.2;16.5;965.7;73.43;0.11;8.76;3.27;5.04;0.230;0.221;0.128;1;0.000;1;0.000;0;0.002;0;0.002
610.039;609.979;2026-09-01T07:26:58.0Z;3;49.6582330;6.9440879;2.0;504.5;4.4;8;551.6;21.1;17.3;16.5;965.6;73.46;0.11;8.76;3.27;5.04;0.230;0.224;0.128;1;0.000;1;0.000;0;0.002;0;0.002
612.042;611.986;2026-09-01T07:27:00.0Z;3;49.6582397;6.9441015;2.0;503.2;2.9;8;550.3;20.9;17.2;16.5;965.6;73.40;0.09;8.76;3.27;5.05;0.231;0.224;0.128;1;0.000;1;0.000;0;0.002;0;0.002
614.033;613.995;2026-09-01T07:27:02.0Z;3;49.6582519;6.9441106;2.0;504.1;0.8;8;551.2;21.1;17.2;16.5;965.6;73.31;0.08;8.77;3.28;5.05;0.230;0.224;0.128;1;0.000;1;0.000;0;0.002;0;0.002
616.023;616.004;2026-09-01T07:27:03.0Z;3;49.6582530;6.9441125;2.0;505.8;1.8;8;552.9;21.1;17.2;16.6;965.6;73.46;0.08;8.76;3.27;5.05;0.231;0.224;0.128;1;0.000;1;0.000;0;0.002;0;0.002
618.023;618.013;2026-09-01T07:27:05.0Z;3;49.6582465;6.9441153;2.0;505.0;2.6;8;552.1;20.9;17.2;16.6;965.5;73.46;0.08;8.77;3.28;5.05;0.231;0.224;0.128;1;0.000;1;0.000;0;0.002;0;0.002
620.023;620.022;2026-09-01T07:27:07.0Z;3;49.6582434;6.9441126;2.0;504.8;2.6;8;551.9;21.1;17.3;16.6;965.5;73.20;0.08;8.76;3.27;5.04;0.234;0.224;0.128;1;0.000;1;0.000;0;0.002;0;0.002
622.023;621.027;2026-09-01T07:27:09.0Z;3;49.6582435;6.9441148;2.1;503.8;2.2;7;550.9;21.1;17.2;16.6;965.6;73.01;0.09;8.76;3.27;5.04;0.233;0.224;0.129;1;0.000;1;0.000;0;0.002;0;0.002
624.023;623.035;2026-09-01T07:27:11.0Z;3;49.6582612;6.9441249;2.0;504.4;0.5;8;551.5;21.1;17.2;16.6;965.6;72.82;0.11;8.77;3.28;5.05;0.234;0.224;0.131;1;0.000;1;0.000;0;0.002;0;0.002
626.023;625.043;2026-09-01T07:27:13.0Z;3;49.6582543;6.9441337;2.0;503.5;1.2;8;550.6;21.1;17.3;16.6;965.6;72.71;0.12;8.77;3.28;5.05;0.234;0.225;0.131;1;0.000;1;0.000;0;0.002;0;0.002
628.023;627.052;2026-09-01T07:27:15.0Z;3;49.6582588;6.9441353;2.0;505.7;0.5;8;552.8;21.1;17.5;16.6;965.4;72.56;0.12;8.76;3.27;5.04;0.234;0.227;0.131;1;0.000;1;0.000;0;0.002;0;0.002
630.023;629.061;2026-09-01T07:27:17.0Z;3;49.6582593;6.9441347;2.0;506.6;2.1;8;553.7;21.1;17.3;16.5;965.4;72.51;0.12;8.77;3.28;5.04;0.234;0.227;0.131;1;0.000;1;0.000;0;0.002;0;0.002
632.024;631.070;2026-09-01T07:27:19.0Z;3;49.6582470;6.9441382;2.0;505.4;1.9;8;552.5;21.1;17.3;16.6;965.5;72.42;0.07;8.77;3.28;5.05;0.234;0.227;0.131;1;0.000;1;0.000;0;0.002;0;0.002
634.023;633.077;2026-09-01T07:27:21.0Z;3;49.6582488;6.9441379;2.0;507.3;1.6;8;554.4;21.1;17.3;16.6;965.6;72.37;0.07;8.76;3.27;5.04;0.234;0.227;0.131;1;0.000;1;0.000;0;0.002;0;0.002
636.023;635.086;2026-09-01T07:27:23.0Z;3;49.6582496;6.9441455;2.0;508.9;1.5;8;556.0;21.1;17.5;16.6;965.6;72.33;0.07;8.77;3.28;5.05;0.236;0.227;0.131;1;0.000;1;0.000;0;0.002;0;0.002
638.023;637.094;2026-09-01T07:27:25.0Z;3;49.6582377;6.9441593;2.0;511.1;2.5;8;558.2;21.2;17.3;16.6;965.5;72.58;0.09;8.77;3.28;5.05;0.237;0.227;0.131;1;0.000;1;0.000;0;0.002;0;0.002
640.023;639.101;2026-09-01T07:27:27.0Z;3;49.6582375;6.9441673;2.0;512.5;0.7;8;559.6;21.1;17.3;16.6;965.6;73.12;0.13;8.76;3.27;5.04;0.237;0.227;0.131;1;0.000;1;0.000;0;0.002;0;0.002
642.023;641.110;2026-09-01T07:27:29.0Z;3;49.6582403;6.9441682;2.0;513.3;2.1;8;560.4;21.1;17.5;16.6;965.5;73.72;0.19;8.76;3.27;5.05;0.237;0.230;0.131;1;0.000;1;0.000;0;0.002;0;0.002
644.023;643.119;2026-09-01T07:27:31.0Z;3;49.6582398;6.9441299;2.0;511.1;3.6;8;558.2;21.1;17.3;16.6;965.5;73.74;0.18;8.77;3.28;5.05;0.237;0.230;0.132;1;0.000;1;0.000;0;0.002;0;0.002
646.024;645.128;2026-09-01T07:27:33.0Z;3;49.6582535;6.9441175;2.0;511.5;3.2;8;558.6;21.1;17.2;16.6;965.6;73.72;0.19;8.77;3.28;5.05;0.237;0.231;0.134;1;0.000;1;0.000;0;0.002;0;0.002
648.024;647.136;2026-09-01T07:27:35.0Z;3;49.6582463;6.9441151;2.0;508.8;2.7;8;555.9;21.1;17.6;16.6;965.6;73.95;0.19;8.77;3.28;5.04;0.237;0.230;0.134;1;0.000;1;0.000;0;0.002;0;0.002
650.024;649.144;2026-09-01T07:27:37.0Z;3;49.6582252;6.9441180;2.0;503.7;2.5;8;550.8;21.1;17.7;16.7;965.5;74.59;0.26;8.77;3.28;5.05;0.237;0.230;0.134;1;0.000;1;0.000;0;0.002;0;0.002
652.024;651.153;2026-09-01T07:27:39.0Z;3;49.6582375;6.9441188;2.0;503.8;3.3;8;550.9;21.1;17.7;16.7;965.6;74.26;0.24;8.76;3.27;5.04;0.238;0.230;0.134;1;0.000;1;0.000;0;0.002;0;0.002
654.024;653.163;2026-09-01T07:27:41.0Z;3;49.6582483;6.9441246;2.0;505.3;2.8;8;552.4;21.1;17.6;16.8;965.5;74.01;0.24;8.76;3.27;5.04;0.239;0.230;0.134;1;0.000;1;0.000;0;0.002;0;0.002
656.024;655.172;2026-09-01T07:27:43.0Z;3;49.6582401;6.9441198;2.0;503.7;1.2;8;550.8;21.1;17.6;16.8;965.5;73.93;0.21;8.75;3.27;5.04;0.240;0.230;0.134;1;0.000;1;0.000;0;0.002;0;0.002
658.024;657.179;2026-09-01T07:27:45.0Z;3;49.6582207;6.9441002;2.0;502.4;2.6;8;549.5;21.1;17.6;16.8;965.4;74.08;0.24;8.77;3.28;5.05;0.240;0.232;0.134;1;0.000;1;0.000;0;0.002;0;0.002
660.024;659.188;2026-09-01T07:27:47.0Z;3;49.6582050;6.9440920;2.0;501.0;2.0;8;548.1;21.1;17.5;16.8;965.5;73.90;0.24;8.77;3.28;5.04;0.240;0.233;0.134;1;0.000;1;0.000;0;0.002;0;0.002
662.024;661.197;2026-09-01T07:27:49.0Z;3;49.6582000;6.9440971;2.0;500.0;2.2;8;547.0;21.2;17.7;16.8;965.5;73.64;0.23;8.76;3.27;5.04;0.240;0.234;0.134;1;0.000;1;0.000;0;0.002;0;0.002
664.024;663.206;2026-09-01T07:27:51.0Z;3;49.6582132;6.9440912;2.0;501.4;4.5;8;548.5;21.3;17.6;16.9;965.5;73.24;0.21;8.76;3.28;5.04;0.240;0.234;0.136;1;0.000;1;0.000;0;0.002;0;0.002
666.024;665.215;2026-09-01T07:27:53.0Z;3;49.6582052;6.9440989;2.0;501.9;2.1;8;549.0;21.2;17.7;16.9;965.5;72.72;0.14;8.76;3.28;5.04;0.240;0.234;0.137;1;0.000;1;0.000;0;0.002;0;0.002
668.024;667.224;2026-09-01T07:27:55.0Z;3;49.6581856;6.9441100;2.0;500.8;3.0;8;547.9;21.2;17.7;16.9;965.5;72.53;0.11;8.77;3.28;5.05;0.242;0.234;0.137;1;0.000;1;0.000;0;0.002;0;0.002
670.024;669.232;2026-09-01T07:27:57.0Z;3;49.6581740;6.9441259;2.0;502.0;2.1;8;549.1;21.2;17.7;16.9;965.6;72.50;0.08;8.74;3.27;5.04;0.243;0.234;0.137;1;0.000;1;0.000;0;0.002;0;0.002
672.024;671.241;2026-09-01T07:27:59.0Z;3;49.6581667;6.9441430;2.0;503.6;2.9;8;550.7;21.2;17.6;16.9;965.6;72.50;0.08;8.75;3.27;5.04;0.243;0.233;0.137;1;0.000;1;0.000;0;0.002;0;0.002
674.024;673.250;2026-09-01T07:28:01.0Z;3;49.6581722;6.9441360;2.0;504.7;3.0;8;551.8;21.2;17.6;16.9;965.7;72.47;0.07;8.75;3.27;5.04;0.243;0.234;0.137;1;0.000;1;0.000;0;0.002;0;0.002
676.024;675.259;2026-09-01T07:28:03.0Z;3;49.6581789;6.9441414;2.0;506.7;0.8;8;553.8;21.2;17.6;16.9;965.5;72.60;0.10;8.77;3.28;5.05;0.243;0.234;0.138;1;0.000;1;0.000;0;0.002;0;0.002
678.024;677.269;2026-09-01T07:28:05.0Z;3;49.6581911;6.9441477;2.0;508.8;3.9;8;555.9;21.2;17.6;16.9;965.6;72.61;0.08;8.76;3.28;5.04;0.244;0.235;0.137;1;0.000;1;0.000;0;0.002;0;0.002
680.024;679.278;2026-09-01T07:28:07.0Z;3;49.6582048;6.9441486;2.0;508.1;4.5;8;555.2;21.2;17.7;16.9;965.4;73.22;0.22;8.75;3.28;5.04;0.243;0.237;0.137;1;0.000;1;0.000;0;0.002;0;0.002
682.024;681.288;2026-09-01T07:28:09.0Z;3;49.6582093;6.9441517;2.0;508.5;2.3;8;555.6;21.2;17.7;16.9;965.6;72.98;0.19;8.74;3.27;5.04;0.243;0.237;0.137;1;0.000;1;0.000;0;0.002;0;0.002
684.024;683.297;2026-09-01T07:28:11.0Z;3;49.6582166;6.9441461;2.0;508.5;1.9;8;555.6;21.2;17.8;16.9;965.6;72.80;0.19;8.75;3.27;5.05;0.243;0.237;0.138;1;0.000;1;0.000;0;0.002;0;0.002
686.024;685.306;2026-09-01T07:28:13.0Z;3;49.6582259;6.9441388;2.3;507.8;0.5;7;554.9;21.3;17.7;16.9;965.6;72.84;0.17;8.75;3.28;5.05;0.246;0.237;0.140;1;0.000;1;0.000;0;0.002;0;0.002
688.024;687.313;2026-09-01T07:28:15.0Z;3;49.6582282;6.9441357;2.3;507.7;0.3;7;554.8;21.2;17.7;16.9;965.4;72.77;0.17;8.75;3.28;5.05;0.247;0.237;0.141;1;0.000;1;0.000;0;0.002;0;0.002
690.024;689.322;2026-09-01T07:28:17.0Z;3;49.6582268;6.9441340;2.0;507.4;0.5;8;554.5;21.2;17.7;16.9;965.5;72.61;0.17;8.74;3.27;5.04;0.246;0.237;0.141;1;0.000;1;0.000;0;0.002;0;0.002
692.024;691.331;2026-09-01T07:28:19.0Z;3;49.6582311;6.9441325;2.0;507.5;2.8;8;554.6;21.2;17.7;16.9;965.5;72.41;0.19;8.75;3.28;5.05;0.246;0.237;0.141;1;0.000;1;0.000;0;0.002;0;0.002
694.024;693.340;2026-09-01T07:28:21.0Z;3;49.6582372;6.9441271;2.0;507.6;1.1;8;554.7;21.2;17.6;16.9;965.5;72.23;0.17;8.74;3.27;5.05;0.246;0.237;0.141;1;0.000;1;0.000;0;0.002;0;0.002
696.024;695.349;2026-09-01T07:28:23.0Z;3;49.6582328;6.9441246;2.0;507.1;2.7;8;554.2;21.2;17.6;16.9;965.6;72.15;0.17;8.75;3.28;5.04;0.247;0.238;0.141;1;0.000;1;0.000;0;0.002;0;0.002
698.024;697.357;2026-09-01T07:28:25.0Z;3;49.6582416;6.9441186;2.0;506.7;1.1;8;553.8;21.2;17.7;16.9;965.7;72.12;0.17;8.74;3.27;5.04;0.246;0.240;0.141;1;0.000;1;0.000;0;0.002;0;0.002
700.024;699.366;2026-09-01T07:28:27.0Z;3;49.6582436;6.9441156;2.0;506.3;0.2;8;553.4;21.2;17.6;16.9;965.5;72.08;0.17;8.74;3.27;5.04;0.246;0.240;0.141;1;0.000;1;0.000;0;0.002;0;0.002
702.024;701.375;2026-09-01T07:28:29.0Z;3;49.6582396;6.9441090;2.0;505.5;0.7;8;552.6;21.3;17.6;16.9;965.6;72.02;0.18;8.74;3.27;5.05;0.247;0.240;0.141;1;0.000;1;0.000;0;0.002;0;0.002
704.024;703.385;2026-09-01T07:28:31.0Z;3;49.6582374;6.9441043;2.0;504.9;0.7;8;552.0;21.3;17.7;16.9;965.5;71.93;0.17;8.74;3.27;5.04;0.250;0.240;0.141;1;0.000;1;0.000;0;0.002;0;0.002
706.024;705.394;2026-09-01T07:28:33.0Z;3;49.6582337;6.9441018;2.0;504.4;0.2;8;551.5;21.2;17.7;17.0;965.6;71.89;0.17;8.75;3.28;5.05;0.250;0.240;0.143;1;0.000;1;0.000;0;0.002;0;0.002
708.025;707.403;2026-09-01T07:28:35.0Z;3;49.6582310;6.9440960;2.2;503.3;0.7;7;550.4;21.2;17.6;16.9;965.6;71.95;0.17;8.74;3.27;5.04;0.249;0.240;0.144;1;0.000;1;0.000;0;0.002;0;0.002
710.025;709.413;2026-09-01T07:28:37.0Z;3;49.6582293;6.9440966;2.0;503.0;0.1;8;550.1;21.2;17.6;16.9;965.5;72.11;0.18;8.74;3.27;5.04;0.250;0.240;0.144;1;0.000;1;0.000;0;0.002;0;0.002
712.025;711.421;2026-09-01T07:28:39.0Z;3;49.6582276;6.9440923;2.2;502.4;0.5;7;549.5;21.2;17.6;16.9;965.6;72.17;0.19;8.75;3.28;5.05;0.250;0.240;0.144;1;0.000;1;0.000;0;0.002;0;0.002
714.025;713.429;2026-09-01T07:28:41.0Z;3;49.6582255;6.9440923;2.2;502.1;0.5;7;549.2;21.2;17.5;16.8;965.7;72.12;0.18;8.74;3.28;5.04;0.250;0.241;0.144;1;0.000;1;0.000;0;0.002;0;0.002
716.025;715.437;2026-09-01T07:28:43.0Z;3;49.6582247;6.9440929;2.2;502.4;0.0;7;549.5;21.2;17.6;16.8;965.7;72.13;0.17;8.75;3.28;5.05;0.250;0.243;0.144;1;0.000;1;0.000;0;0.002;0;0.002
718.025;717.446;2026-09-01T07:28:45.0Z;3;49.6582249;6.9440977;2.2;503.1;0.2;7;550.2;21.3;17.6;16.8;965.5;72.14;0.17;8.74;3.27;5.04;0.250;0.243;0.144;1;0.000;1;0.000;0;0.002;0;0.002
720.025;719.455;2026-09-01T07:28:47.0Z;3;49.6582246;6.9440996;2.2;503.6;0.3;7;550.7;21.2;17.6;16.8;965.6;72.17;0.17;8.75;3.28;5.05;0.250;0.243;0.144;1;0.000;1;0.000;0;0.002;0;0.002
722.025;721.462;2026-09-01T07:28:49.0Z;3;49.6582251;6.9441005;2.2;504.0;0.2;7;551.1;21.3;17.8;16.8;965.5;72.16;0.17;8.74;3.27;5.04;0.252;0.243;0.144;1;0.000;1;0.000;0;0.002;0;0.002
724.025;723.471;2026-09-01T07:28:51.0Z;3;49.6582250;6.9440999;2.2;503.8;0.7;7;550.9;21.3;17.5;16.8;965.6;72.06;0.17;8.75;3.28;5.05;0.253;0.243;0.144;1;0.000;1;0.000;0;0.002;0;0.002
726.025;725.480;2026-09-01T07:28:53.0Z;3;49.6582264;6.9441020;2.0;503.7;0.1;8;550.8;21.3;17.5;16.8;965.5;71.97;0.17;8.74;3.27;5.04;0.253;0.243;0.144;1;0.000;1;0.000;0;0.002;0;0.002
728.025;727.489;2026-09-01T07:28:55.0Z;3;49.6582259;6.9441039;2.0;503.6;0.7;8;550.7;21.3;17.5;16.8;965.5;71.90;0.17;8.74;3.27;5.05;0.253;0.243;0.145;1;0.000;1;0.000;0;0.002;0;0.002
730.025;729.498;2026-09-01T07:28:57.0Z;3;49.6582243;6.9441081;2.0;503.7;0.1;8;550.8;21.2;17.6;16.8;965.6;71.85;0.19;8.75;3.28;5.05;0.253;0.243;0.147;1;0.000;1;0.000;0;0.002;0;0.002
732.025;731.506;2026-09-01T07:28:59.0Z;3;49.6582246;6.9441088;2.0;503.5;0.7;8;550.6;21.3;17.5;16.8;965.6;71.83;0.20;8.74;3.28;5.05;0.253;0.244;0.147;1;0.000;1;0.000;0;0.002;0;0.002
734.025;733.515;2026-09-01T07:29:01.0Z;3;49.6582257;6.9441100;2.0;503.3;1.1;8;550.4;21.3;17.5;16.8;965.5;71.84;0.19;8.74;3.27;5.04;0.253;0.246;0.147;1;0.000;1;0.000;0;0.002;0;0.002
736.027;735.524;2026-09-01T07:29:03.0Z;3;49.6582301;6.9441122;2.0;503.5;0.2;8;550.6;21.3;17.3;16.8;965.7;71.82;0.20;8.74;3.27;5.04;0.256;0.246;0.147;1;0.000;1;0.000;0;0.002;0;0.002
738.027;737.533;2026-09-01T07:29:05.0Z;3;49.6582308;6.9441115;2.0;503.0;0.1;8;550.1;21.2;17.3;16.8;965.4;71.80;0.20;8.75;3.28;5.05;0.256;0.247;0.147;1;0.000;1;0.000;0;0.002;0;0.002
740.025;739.542;2026-09-01T07:29:07.0Z;3;49.6582317;6.9441115;2.1;502.6;0.2;8;549.7;21.3;17.3;16.8;965.6;71.79;0.19;8.75;3.28;5.05;0.256;0.246;0.147;1;0.000;1;0.000;0;0.002;0;0.002
742.027;741.551;2026-09-01T07:29:09.0Z;3;49.6582317;6.9441110;2.1;502.3;0.5;8;549.4;21.3;17.7;16.8;965.7;71.81;0.20;8.75;3.28;5.05;0.256;0.247;0.147;1;0.000;1;0.000;0;0.002;0;0.002
744.027;743.559;2026-09-01T07:29:11.0Z;3;49.6582322;6.9441116;2.1;502.2;0.5;8;549.3;21.3;17.5;16.8;965.5;71.89;0.20;8.74;3.28;5.04;0.256;0.246;0.147;1;0.000;1;0.000;0;0.002;0;0.002
746.027;745.568;2026-09-01T07:29:13.0Z;3;49.6582368;6.9441144;2.1;502.1;1.2;8;549.2;21.2;17.5;16.7;965.7;72.14;0.20;8.74;3.28;5.04;0.256;0.246;0.147;1;0.000;1;0.000;0;0.002;0;0.002
748.027;747.577;2026-09-01T07:29:15.0Z;3;49.6582344;6.9441119;2.1;502.5;1.3;8;549.6;21.3;17.5;16.7;965.7;72.33;0.20;8.74;3.28;5.04;0.256;0.246;0.148;1;0.000;1;0.000;0;0.002;0;0.002
750.027;749.586;2026-09-01T07:29:17.0Z;3;49.6582340;6.9441112;2.1;502.9;0.9;8;550.0;21.3;17.5;16.7;965.7;72.49;0.20;8.74;3.28;5.04;0.256;0.246;0.150;1;0.000;1;0.000;0;0.002;0;0.002
752.027;751.596;2026-09-01T07:29:19.0Z;3;49.6582325;6.9441090;2.1;503.4;0.0;8;550.5;21.3;17.3;16.7;965.6;72.55;0.21;8.74;3.27;5.04;0.256;0.247;0.150;1;0.000;1;0.000;0;0.002;0;0.002
754.027;753.605;2026-09-01T07:29:21.0Z;3;49.6582342;6.9441100;2.1;503.7;0.4;8;550.8;21.3;17.5;16.7;965.7;72.55;0.21;8.74;3.27;5.04;0.258;0.250;0.150;1;0.000;1;0.000;0;0.002;0;0.002
756.027;755.615;2026-09-01T07:29:23.0Z;3;49.6582371;6.9441100;2.1;503.6;0.1;8;550.7;21.3;17.5;16.7;965.6;72.55;0.21;8.75;3.28;5.05;0.259;0.250;0.150;1;0.000;1;0.000;0;0.002;0;0.002
758.027;757.623;2026-09-01T07:29:25.0Z;3;49.6582396;6.9441103;2.1;503.2;0.7;8;550.3;21.3;17.3;16.7;965.5;72.59;0.20;8.74;3.27;5.04;0.259;0.250;0.150;1;0.000;1;0.000;0;0.002;0;0.002
