# Wanna drop some funky stats & graphs? Go to 'www.stratoflights.com/auswertung' 

LOGGER_INFO_BEGIN
{info:{board_id:5,id_str:'STRATO4 Version 1.4',serial:'1638',hw_platform:{name:'stratologx-stm32l0',mcu:'ST STM32L072RZT6',v_ma:'1',v_mi:'4'},sw_version:{v_ma:'2',v_mi:'3',v_pa:'0',v_info:'STD',bt_t:'11:08:35',bt_d:'Oct 13 2023'}}}
LOGGER_INFO_END
CSV_DATA_SECTION_BEGIN
Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: UVA index [];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: 5V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
8.009;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.2;16.5;15.8;965.3;79.58;0.27;8.95;3.27;5.04;0.006;0.003;0.003;1;0.000;1;0.000;0;0.002;0;0.002
10.010;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.1;16.5;15.9;965.5;79.61;0.30;8.94;3.27;5.04;0.006;0.006;0.003;1;0.000;1;0.000;0;0.002;0;0.002
12.007;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.1;16.5;15.9;965.2;79.13;0.29;8.93;3.27;5.04;0.006;0.006;0.003;1;0.000;1;0.000;0;0.002;0;0.002
14.009;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.1;16.6;15.9;965.3;78.79;0.30;8.91;3.27;5.04;0.009;0.009;0.003;1;0.000;1;0.000;0;0.002;0;0.002
16.009;0.000;0000-00-00T00:00:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.1;16.6;16.0;965.3;78.74;0.33;8.90;3.27;5.03;0.009;0.009;0.003;1;0.000;1;0.000;0;0.002;0;0.002
18.009;0.000;2015-10-20T07:17:09.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.2;16.7;16.0;965.5;78.28;0.31;8.89;3.27;5.04;0.012;0.012;0.006;1;0.000;1;0.000;0;0.002;0;0.002
20.010;0.000;2015-10-20T07:17:11.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.3;16.7;16.0;965.5;79.23;0.30;8.88;3.27;5.04;0.012;0.012;0.006;1;0.000;1;0.000;0;0.002;0;0.002
22.009;0.000;2015-10-20T07:17:13.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.3;16.8;16.1;965.3;82.09;0.36;8.86;3.27;5.04;0.016;0.015;0.006;1;0.000;1;0.000;0;0.002;0;0.002
24.010;0.000;2026-09-01T07:17:15.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.2;16.8;16.2;965.2;82.93;0.33;8.84;3.27;5.04;0.016;0.016;0.006;1;0.000;1;0.000;0;0.002;0;0.002
26.010;0.000;2026-09-01T07:17:17.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.2;17.0;16.2;965.3;83.60;0.29;8.84;3.27;5.04;0.018;0.016;0.006;1;0.000;1;0.000;0;0.002;0;0.002
28.009;0.000;2026-09-01T07:17:19.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.3;17.0;16.2;965.3;83.67;0.32;8.84;3.27;5.03;0.019;0.019;0.006;1;0.000;1;0.000;0;0.002;0;0.002
30.007;0.000;2026-09-01T07:17:21.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.3;17.0;16.3;965.5;82.50;0.29;8.99;3.27;5.05;0.019;0.019;0.008;1;0.000;1;0.000;0;0.002;0;0.002
32.006;0.000;2026-09-01T07:17:23.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.4;17.0;16.3;965.6;82.34;0.33;8.99;3.27;5.04;0.022;0.020;0.009;1;0.000;1;0.000;0;0.002;0;0.002
34.006;0.000;2026-09-01T07:17:25.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.2;17.1;16.3;965.3;81.49;0.30;8.99;3.27;5.04;0.022;0.022;0.009;1;0.000;1;0.000;0;0.002;0;0.002
36.006;0.000;2026-09-01T07:17:26.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.6;17.0;16.4;965.3;81.28;0.33;9.00;3.27;5.05;0.025;0.025;0.009;1;0.000;1;0.000;0;0.002;0;0.002
38.006;0.000;2026-09-01T07:17:26.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.6;17.2;16.5;965.4;82.35;0.32;8.99;3.27;5.04;0.025;0.025;0.009;1;0.000;1;0.000;0;0.002;0;0.002
40.008;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.6;17.1;16.5;965.5;81.82;0.24;8.99;3.27;5.04;0.028;0.025;0.009;1;0.000;1;0.000;0;0.002;0;0.002
42.006;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.4;17.3;16.5;965.5;81.62;0.21;8.99;3.27;5.05;0.028;0.028;0.011;1;0.000;1;0.000;0;0.002;0;0.002
44.006;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.6;17.3;16.6;965.5;81.04;0.20;9.00;3.27;5.04;0.028;0.028;0.012;1;0.000;1;0.000;0;0.002;0;0.002
46.006;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.4;17.2;16.6;965.5;81.10;0.19;8.99;3.27;5.04;0.032;0.029;0.012;1;0.000;1;0.000;0;0.002;0;0.002
48.008;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.7;17.3;16.6;965.4;81.07;0.19;9.00;3.27;5.05;0.032;0.032;0.012;1;0.000;1;0.000;0;0.002;0;0.002
50.008;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.4;17.2;16.6;965.6;79.99;0.22;9.00;3.28;5.05;0.034;0.032;0.012;1;0.000;1;0.000;0;0.002;0;0.002
52.009;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.6;17.3;16.6;965.3;78.90;0.21;8.99;3.27;5.04;0.035;0.035;0.012;1;0.000;1;0.000;0;0.002;0;0.002
54.008;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.4;17.3;16.6;965.6;78.23;0.21;9.00;3.28;5.05;0.035;0.035;0.012;1;0.000;1;0.000;0;0.002;0;0.002
56.008;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.7;17.5;16.6;965.4;77.43;0.21;9.00;3.28;5.04;0.038;0.035;0.016;1;0.000;1;0.000;0;0.002;0;0.002
58.008;0.000;2026-09-01T07:17:31.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.8;17.2;16.6;965.5;76.95;0.18;8.99;3.27;5.04;0.038;0.038;0.016;1;0.000;1;0.000;0;0.002;0;0.002
60.018;0.000;2026-09-01T07:17:51.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.8;17.2;16.6;965.4;76.92;0.17;8.99;3.27;5.05;0.038;0.038;0.016;1;0.000;1;0.000;0;0.002;0;0.002
62.020;0.000;2026-09-01T07:17:53.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.7;17.2;16.6;965.3;77.82;0.12;9.00;3.28;5.05;0.041;0.038;0.016;1;0.000;1;0.000;0;0.002;0;0.002
64.019;0.000;2026-09-01T07:17:55.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.9;17.2;16.6;965.3;78.12;0.11;8.99;3.27;5.04;0.041;0.041;0.016;1;0.000;1;0.000;0;0.002;0;0.002
66.019;0.000;2026-09-01T07:17:57.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.9;17.2;16.6;965.4;78.17;0.11;9.00;3.28;5.04;0.043;0.041;0.016;1;0.000;1;0.000;0;0.002;0;0.002
68.019;0.000;2026-09-01T07:17:59.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;19.8;17.3;16.7;965.3;78.59;0.11;9.00;3.28;5.05;0.044;0.043;0.017;1;0.000;1;0.000;0;0.002;0;0.002
70.019;0.000;2026-09-01T07:18:01.997Z;3;49.6584282;6.9441946;11.4;493.0;0.1;4;540.1;19.7;17.3;16.7;965.5;79.16;0.11;8.99;3.27;5.05;0.044;0.044;0.019;1;0.000;1;0.000;0;0.002;0;0.002
72.009;0.000;2026-09-01T07:18:02.0Z;3;49.6584270;6.9441962;11.5;493.2;0.1;4;540.3;19.7;17.3;16.7;965.5;78.49;0.11;9.00;3.28;5.04;0.048;0.044;0.019;1;0.000;1;0.000;0;0.002;0;0.002
74.021;73.793;2026-09-01T07:18:05.0Z;3;49.6584118;6.9441939;11.5;495.6;0.1;4;542.7;19.9;17.3;16.7;965.4;77.80;0.11;8.99;3.28;5.05;0.048;0.047;0.019;1;0.000;1;0.000;0;0.002;0;0.002
76.022;75.802;2026-09-01T07:18:07.0Z;3;49.6584051;6.9441916;11.5;496.8;1.0;4;543.9;19.8;17.3;16.7;965.5;77.19;0.10;8.97;3.27;5.04;0.050;0.048;0.019;1;0.000;1;0.000;0;0.002;0;0.002
78.022;77.811;2026-09-01T07:18:09.0Z;3;49.6583956;6.9441883;11.5;497.8;2.9;4;544.9;20.1;17.3;16.7;965.4;76.88;0.10;8.99;3.28;5.04;0.051;0.048;0.019;1;0.000;1;0.000;0;0.002;0;0.002
80.019;78.816;2026-09-01T07:18:11.0Z;0;49.6583956;6.9441883;11.5;497.8;2.9;0;544.9;19.9;17.2;16.6;965.4;77.01;0.16;8.99;3.28;5.05;0.051;0.051;0.019;1;0.000;1;0.000;0;0.002;0;0.002
82.019;78.816;2026-09-01T07:18:13.0Z;0;49.6583956;6.9441883;11.5;497.8;2.9;0;544.9;20.1;17.2;16.6;965.5;76.90;0.11;8.98;3.27;5.04;0.054;0.051;0.022;1;0.000;1;0.000;0;0.002;0;0.002
84.019;78.816;2026-09-01T07:18:15.0Z;0;49.6583956;6.9441883;11.5;497.8;2.9;0;544.9;19.9;17.3;16.6;965.5;78.34;0.24;8.97;3.27;5.04;0.054;0.052;0.022;1;0.000;1;0.000;0;0.002;0;0.002
86.019;78.816;2026-09-01T07:18:17.0Z;0;49.6583956;6.9441883;11.5;497.8;2.9;0;544.9;20.1;17.3;16.6;965.3;78.85;0.28;8.97;3.27;5.05;0.054;0.054;0.022;1;0.000;1;0.000;0;0.002;0;0.002
88.019;78.816;2026-09-01T07:18:19.0Z;0;49.6583956;6.9441883;11.5;497.8;2.9;0;544.9;19.9;17.3;16.6;965.4;79.37;0.28;8.98;3.28;5.05;0.057;0.054;0.022;1;0.000;1;0.000;0;0.002;0;0.002
90.019;78.816;2026-09-01T07:18:21.0Z;0;49.6583956;6.9441883;11.5;497.8;2.9;0;544.9;20.1;17.3;16.6;965.5;79.53;0.28;8.97;3.27;5.04;0.057;0.055;0.022;1;0.000;1;0.000;0;0.002;0;0.002
92.019;78.816;2026-09-01T07:18:23.0Z;3;49.6587998;6.9446998;11.6;520.2;18.5;4;567.3;19.9;17.3;16.7;965.5;79.08;0.28;8.97;3.27;5.05;0.057;0.057;0.024;1;0.000;1;0.000;0;0.002;0;0.002
94.021;78.816;2026-09-01T07:18:25.0Z;3;49.6586842;6.9446206;11.6;511.7;15.4;4;558.8;20.1;17.3;16.7;965.5;78.63;0.26;8.97;3.27;5.04;0.060;0.057;0.025;1;0.000;1;0.000;0;0.002;0;0.002
96.019;78.816;2026-09-01T07:18:27.0Z;0;49.6586842;6.9446206;11.6;511.7;15.4;0;558.8;20.1;17.5;16.6;965.5;78.82;0.28;8.95;3.27;5.04;0.060;0.058;0.025;1;0.000;1;0.000;0;0.002;0;0.002
98.019;78.816;2026-09-01T07:18:29.0Z;0;49.6586842;6.9446206;11.6;511.7;15.4;0;558.8;20.2;17.2;16.6;965.3;78.67;0.27;8.97;3.27;5.04;0.060;0.060;0.025;1;0.000;1;0.000;0;0.002;0;0.002
100.019;78.816;2026-09-01T07:18:31.0Z;3;49.6585838;6.9444404;11.7;509.5;7.9;4;556.6;20.1;17.2;16.6;965.4;78.66;0.33;8.97;3.28;5.04;0.064;0.060;0.025;1;0.000;1;0.000;0;0.002;0;0.002
102.021;78.816;2026-09-01T07:18:33.0Z;3;49.6583339;6.9440738;4.2;510.6;10.3;5;557.7;20.1;17.3;16.5;965.2;78.39;0.36;8.97;3.28;5.05;0.064;0.062;0.025;1;0.000;1;0.000;0;0.002;0;0.002
104.022;103.921;2026-09-01T07:18:35.0Z;3;49.6583157;6.9440974;4.2;508.8;4.9;5;555.9;20.2;17.3;16.6;965.5;78.93;0.37;8.97;3.27;5.04;0.064;0.064;0.025;1;0.000;1;0.000;0;0.002;0;0.002
106.022;105.930;2026-09-01T07:18:37.0Z;3;49.6582627;6.9440568;4.2;502.7;2.5;5;549.8;20.2;17.3;16.6;965.5;78.84;0.35;8.97;3.27;5.04;0.067;0.064;0.028;1;0.000;1;0.000;0;0.002;0;0.002
108.022;107.938;2026-09-01T07:18:39.0Z;3;49.6581839;6.9440073;4.2;492.3;16.7;5;539.4;20.2;17.3;16.6;965.3;78.27;0.32;8.96;3.27;5.05;0.067;0.064;0.028;1;0.000;1;0.000;0;0.002;0;0.002
110.022;109.947;2026-09-01T07:18:41.0Z;3;49.6581685;6.9440058;4.2;492.1;7.3;5;539.2;20.2;17.3;16.7;965.4;78.48;0.32;8.97;3.27;5.05;0.067;0.067;0.028;1;0.000;1;0.000;0;0.002;0;0.002
112.019;110.950;2026-09-01T07:18:43.0Z;3;49.6581496;6.9439811;99.9;491.4;5.6;4;538.5;20.2;17.3;16.7;965.4;78.94;0.29;8.95;3.27;5.04;0.070;0.067;0.028;1;0.000;1;0.000;0;0.002;0;0.002
114.021;110.950;2026-09-01T07:18:45.0Z;3;49.6581593;6.9439890;99.9;491.5;0.1;4;538.6;20.3;17.3;16.7;965.5;79.19;0.29;8.95;3.27;5.04;0.070;0.067;0.028;1;0.000;1;0.000;0;0.002;0;0.002
116.022;110.950;2026-09-01T07:18:47.0Z;3;49.6581029;6.9439330;99.9;489.9;10.1;4;537.0;20.1;17.5;16.7;965.4;79.11;0.29;8.95;3.27;5.05;0.070;0.070;0.028;1;0.000;1;0.000;0;0.002;0;0.002
118.022;110.950;2026-09-01T07:18:49.0Z;3;49.6581220;6.9439447;99.9;491.6;4.7;4;538.7;20.2;17.6;16.7;965.6;78.96;0.28;8.95;3.27;5.04;0.073;0.070;0.028;1;0.000;1;0.000;0;0.002;0;0.002
120.007;110.950;2026-09-01T07:18:50.0Z;3;49.6581193;6.9439414;99.9;491.7;3.2;4;538.8;20.1;17.5;16.7;965.5;78.59;0.28;8.95;3.27;5.04;0.073;0.070;0.032;1;0.000;1;0.000;0;0.002;0;0.002
122.007;121.995;2026-09-01T07:18:52.0Z;3;49.6582521;6.9440330;4.2;479.8;6.1;5;526.9;20.2;17.6;16.7;965.4;77.55;0.28;8.96;3.28;5.05;0.074;0.073;0.032;1;0.000;1;0.000;0;0.002;0;0.002
124.007;124.003;2026-09-01T07:18:54.0Z;3;49.6582965;6.9440606;4.2;474.1;8.1;5;521.2;20.2;17.7;16.7;965.5;77.52;0.35;8.95;3.27;5.04;0.076;0.073;0.032;1;0.000;1;0.000;0;0.002;0;0.002
126.007;125.007;2026-09-01T07:18:56.0Z;3;49.6583377;6.9440860;99.9;470.2;8.4;4;517.3;20.2;17.6;16.7;965.4;77.58;0.33;8.95;3.27;5.04;0.076;0.073;0.032;1;0.000;1;0.000;0;0.002;0;0.002
128.007;125.007;2026-09-01T07:18:58.0Z;3;49.6583804;6.9441229;99.9;468.9;6.7;4;516.0;20.2;17.5;16.8;965.5;77.19;0.32;8.95;3.27;5.04;0.076;0.076;0.032;1;0.000;1;0.000;0;0.002;0;0.002
130.007;129.022;2026-09-01T07:19:00.0Z;3;49.6583502;6.9441163;4.2;477.5;6.6;5;524.6;20.2;17.5;16.8;965.5;77.05;0.32;8.95;3.27;5.04;0.080;0.076;0.032;1;0.000;1;0.000;0;0.002;0;0.002
132.007;131.031;2026-09-01T07:19:02.0Z;3;49.6582227;6.9439962;3.2;487.4;3.9;6;534.5;20.2;17.5;16.8;965.4;77.38;0.31;8.95;3.28;5.04;0.080;0.076;0.032;1;0.000;1;0.000;0;0.002;0;0.002
134.008;133.038;2026-09-01T07:19:04.0Z;3;49.6582147;6.9439915;3.2;491.7;1.0;6;538.8;20.2;17.5;16.8;965.4;77.47;0.31;8.95;3.28;5.04;0.080;0.079;0.034;1;0.000;1;0.000;0;0.002;0;0.002
136.008;135.046;2026-09-01T07:19:06.0Z;3;49.6582338;6.9440016;3.2;492.2;2.5;6;539.3;20.3;17.5;16.8;965.4;76.75;0.28;8.95;3.28;5.05;0.082;0.080;0.035;1;0.000;1;0.000;0;0.002;0;0.002
138.008;137.056;2026-09-01T07:19:08.0Z;3;49.6582542;6.9440228;3.6;494.4;0.8;5;541.5;20.3;17.6;16.8;965.6;76.25;0.27;8.94;3.27;5.04;0.083;0.080;0.035;1;0.000;1;0.000;0;0.002;0;0.002
140.008;139.064;2026-09-01T07:19:10.0Z;3;49.6582750;6.9440304;3.6;494.9;6.1;5;542.0;20.3;17.6;16.8;965.5;76.56;0.22;8.95;3.27;5.05;0.083;0.080;0.035;1;0.000;1;0.000;0;0.002;0;0.002
142.008;141.073;2026-09-01T07:19:12.0Z;3;49.6583018;6.9440321;3.6;493.6;3.0;5;540.6;20.3;17.5;16.8;965.5;76.32;0.14;8.95;3.27;5.05;0.084;0.083;0.035;1;0.000;1;0.000;0;0.002;0;0.002
144.008;143.080;2026-09-01T07:19:14.0Z;3;49.6583034;6.9440375;3.2;497.3;0.3;6;544.4;20.3;17.5;16.8;965.5;76.50;0.15;8.96;3.28;5.04;0.086;0.083;0.035;1;0.000;1;0.000;0;0.002;0;0.002
146.008;145.090;2026-09-01T07:19:16.0Z;3;49.6583001;6.9440691;3.2;502.3;4.8;6;549.4;20.2;17.6;16.8;965.4;76.52;0.18;8.95;3.28;5.05;0.086;0.083;0.035;1;0.000;1;0.000;0;0.002;0;0.002
148.008;147.098;2026-09-01T07:19:18.0Z;3;49.6582822;6.9440787;3.2;502.0;5.9;6;549.1;20.3;17.5;16.7;965.3;76.61;0.17;8.94;3.27;5.04;0.086;0.086;0.038;1;0.000;1;0.000;0;0.002;0;0.002
150.008;149.106;2026-09-01T07:19:20.0Z;3;49.6583129;6.9440968;3.4;509.5;5.6;5;556.6;20.2;17.3;16.7;965.4;76.51;0.17;8.95;3.28;5.04;0.089;0.086;0.038;1;0.000;1;0.000;0;0.002;0;0.002
152.008;151.115;2026-09-01T07:19:22.0Z;3;49.6583287;6.9440904;3.2;510.6;7.5;6;557.7;20.3;17.3;16.7;965.5;76.17;0.16;8.94;3.28;5.05;0.089;0.086;0.038;1;0.000;1;0.000;0;0.002;0;0.002
154.008;153.122;2026-09-01T07:19:24.0Z;3;49.6583193;6.9440929;3.2;512.1;2.1;6;559.2;20.3;17.2;16.7;965.4;75.88;0.15;8.93;3.27;5.04;0.089;0.089;0.038;1;0.000;1;0.000;0;0.002;0;0.002
156.008;155.129;2026-09-01T07:19:26.0Z;3;49.6583127;6.9440929;3.2;511.9;5.0;6;559.0;20.4;17.5;16.7;965.3;75.89;0.14;8.93;3.27;5.05;0.093;0.089;0.038;1;0.000;1;0.000;0;0.002;0;0.002
158.008;157.138;2026-09-01T07:19:28.0Z;3;49.6583126;6.9441037;3.2;513.4;2.6;6;560.5;20.4;17.3;16.7;965.6;75.58;0.14;8.93;3.27;5.04;0.092;0.089;0.038;1;0.000;1;0.000;0;0.002;0;0.002
160.008;159.145;2026-09-01T07:19:30.0Z;3;49.6583109;6.9441110;3.6;516.0;2.3;5;563.1;20.2;17.2;16.7;965.5;75.71;0.16;8.93;3.27;5.04;0.092;0.089;0.040;1;0.000;1;0.000;0;0.002;0;0.002
162.008;161.152;2026-09-01T07:19:32.0Z;3;49.6582785;6.9441043;3.2;513.0;2.9;6;560.1;20.3;17.3;16.7;965.4;75.54;0.16;8.93;3.27;5.05;0.093;0.093;0.041;1;0.000;1;0.000;0;0.002;0;0.002
164.008;163.159;2026-09-01T07:19:34.0Z;3;49.6582955;6.9441075;3.2;515.8;7.5;6;562.9;20.3;17.3;16.7;965.3;76.61;0.16;8.92;3.27;5.04;0.096;0.093;0.041;1;0.000;1;0.000;0;0.002;0;0.002
166.008;165.167;2026-09-01T07:19:36.0Z;3;49.6582697;6.9440860;3.2;510.0;2.3;6;557.1;20.3;17.2;16.6;965.4;76.54;0.17;8.94;3.28;5.05;0.096;0.093;0.041;1;0.000;1;0.000;0;0.002;0;0.002
168.008;167.175;2026-09-01T07:19:38.0Z;3;49.6582357;6.9440910;3.2;508.2;3.6;6;555.3;20.2;17.5;16.6;965.5;76.29;0.16;8.93;3.28;5.05;0.096;0.093;0.041;1;0.000;1;0.000;0;0.002;0;0.002
170.008;169.182;2026-09-01T07:19:40.0Z;3;49.6582071;6.9440942;3.2;507.2;4.6;6;554.3;20.3;17.2;16.6;965.5;76.20;0.14;8.93;3.27;5.04;0.099;0.096;0.041;1;0.000;1;0.000;0;0.002;0;0.002
172.008;171.191;2026-09-01T07:19:42.0Z;3;49.6581957;6.9440897;3.2;506.2;2.5;6;553.2;20.4;17.2;16.6;965.3;76.47;0.14;8.93;3.27;5.04;0.099;0.096;0.041;1;0.000;1;0.000;0;0.002;0;0.002
174.008;173.198;2026-09-01T07:19:44.0Z;3;49.6582030;6.9440828;3.2;505.9;2.2;6;553.0;20.3;17.3;16.6;965.5;76.28;0.14;8.93;3.28;5.04;0.099;0.096;0.043;1;0.000;1;0.000;0;0.002;0;0.002
176.008;175.205;2026-09-01T07:19:46.0Z;3;49.6582117;6.9440841;3.2;505.0;2.9;6;552.1;20.2;17.2;16.6;965.4;75.81;0.15;8.94;3.28;5.05;0.102;0.099;0.044;1;0.000;1;0.000;0;0.002;0;0.002
178.008;177.215;2026-09-01T07:19:48.0Z;3;49.6582051;6.9440847;3.2;505.0;1.1;6;552.1;20.4;17.2;16.6;965.5;75.18;0.13;8.92;3.28;5.05;0.102;0.099;0.044;1;0.000;1;0.000;0;0.002;0;0.002
180.008;179.223;2026-09-01T07:19:50.0Z;3;49.6581955;6.9440771;3.2;503.3;0.3;6;550.4;20.4;17.3;16.6;965.4;74.57;0.13;8.93;3.28;5.04;0.102;0.099;0.044;1;0.000;1;0.000;0;0.002;0;0.002
182.008;181.229;2026-09-01T07:19:52.0Z;3;49.6582069;6.9440796;3.2;504.5;0.2;6;551.6;20.3;17.1;16.6;965.5;74.76;0.15;8.93;3.28;5.05;0.102;0.101;0.044;1;0.000;1;0.000;0;0.002;0;0.002
184.008;183.239;2026-09-01T07:19:54.0Z;3;49.6582097;6.9440800;3.2;505.4;1.2;6;552.5;20.3;17.2;16.6;965.5;74.75;0.16;8.93;3.27;5.04;0.104;0.102;0.044;1;0.000;1;0.000;0;0.002;0;0.002
186.008;185.247;2026-09-01T07:19:56.0Z;3;49.6582073;6.9440805;3.2;506.0;0.8;6;553.1;20.4;17.3;16.6;965.5;75.77;0.15;8.91;3.28;5.05;0.105;0.102;0.044;1;0.000;1;0.000;0;0.002;0;0.002
188.008;187.254;2026-09-01T07:19:58.0Z;3;49.6582085;6.9440749;3.2;505.7;0.5;6;552.8;20.3;17.3;16.5;965.6;76.76;0.16;8.91;3.28;5.05;0.105;0.102;0.045;1;0.000;1;0.000;0;0.002;0;0.002
190.008;189.263;2026-09-01T07:20:00.0Z;3;49.6582071;6.9440581;3.2;503.1;1.8;6;550.2;20.3;17.1;16.5;965.5;76.51;0.17;8.91;3.27;5.04;0.105;0.103;0.048;1;0.000;1;0.000;0;0.002;0;0.002
192.008;191.270;2026-09-01T07:20:02.0Z;3;49.6582099;6.9440461;3.2;502.3;0.5;6;549.4;20.4;17.0;16.5;965.5;75.83;0.14;8.91;3.27;5.04;0.107;0.105;0.048;1;0.000;1;0.000;0;0.002;0;0.002
194.009;193.278;2026-09-01T07:20:04.0Z;3;49.6582202;6.9440540;3.2;500.9;4.1;6;548.0;20.4;17.0;16.4;965.6;75.76;0.10;8.91;3.28;5.05;0.109;0.105;0.048;1;0.000;1;0.000;0;0.002;0;0.002
196.008;195.286;2026-09-01T07:20:06.0Z;3;49.6582520;6.9440729;3.2;499.9;0.5;6;547.0;20.3;17.0;16.4;965.4;76.51;0.16;8.91;3.27;5.05;0.109;0.105;0.048;1;0.000;1;0.000;0;0.002;0;0.002
198.009;197.293;2026-09-01T07:20:08.0Z;3;49.6582514;6.9440691;3.2;500.2;0.2;6;547.3;20.4;16.8;16.3;965.5;76.84;0.16;8.91;3.28;5.04;0.109;0.105;0.048;1;0.000;1;0.000;0;0.002;0;0.002
200.009;199.300;2026-09-01T07:20:10.0Z;3;49.6582472;6.9440638;3.2;500.2;0.3;6;547.3;20.3;16.8;16.3;965.5;76.94;0.16;8.91;3.28;5.05;0.112;0.109;0.048;1;0.000;1;0.000;0;0.002;0;0.002
202.009;201.307;2026-09-01T07:20:12.0Z;3;49.6582408;6.9440590;3.2;498.7;0.8;6;545.8;20.3;16.7;16.3;965.4;76.80;0.16;8.91;3.28;5.05;0.112;0.109;0.051;1;0.000;1;0.000;0;0.002;0;0.002
204.009;203.314;2026-09-01T07:20:14.0Z;3;49.6582371;6.9440545;3.2;498.8;1.4;6;545.9;20.3;16.7;16.2;965.4;76.67;0.14;8.91;3.28;5.04;0.112;0.109;0.051;1;0.000;1;0.000;0;0.002;0;0.002
206.009;205.323;2026-09-01T07:20:16.0Z;3;49.6582335;6.9440524;3.2;498.6;0.5;6;545.7;20.3;16.7;16.2;965.4;76.30;0.14;8.91;3.28;5.04;0.112;0.108;0.051;1;0.000;1;0.000;0;0.002;0;0.002
208.009;207.331;2026-09-01T07:20:18.0Z;3;49.6582453;6.9440625;3.2;499.4;4.0;6;546.5;20.4;16.6;16.1;965.4;76.10;0.14;8.91;3.27;5.05;0.115;0.112;0.051;1;0.000;1;0.000;0;0.002;0;0.002
210.009;209.340;2026-09-01T07:20:20.0Z;3;49.6582496;6.9440656;3.2;499.9;0.3;6;547.0;20.3;16.7;16.1;965.5;76.70;0.16;8.92;3.28;5.04;0.115;0.112;0.051;1;0.000;1;0.000;0;0.002;0;0.002
